23.589844 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
23.589844 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
23.589844 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
23.589844 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
24.566406 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
26.519531 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.472656 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.496094 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.496094 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.960937 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.449219 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.449219 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.960937 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.472656 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.496094 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.496094 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.007812 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.007812 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.007812 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
27.984375 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.472656 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.960937 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.449219 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.449219 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
29.937500 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.960937 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
28.960937 	 40.000000 	 30.000000 	 TRUE 	 Àä¶³¾¯¸æ 
